New_Word	Synonyms	Frequency	Col2	Col3	Pronunciation	Theme	TargetSize
énb	being	20000	/iːnb/	IY|N|B	eenb	u	2
avy	have,having	20000	/ævj/	AE|V|Y	aavy	u	2
asy	has	20000	/æsj/	AE|S|Y	aasy	u	2
ady	had	20000	/ædj/	AE|D|Y	aady	u	2
úd	do	20000	/uːd/	UW|D	ood	u	2
uz	does	20000	/ʌz/	AH|Z	uhz	u	2
id	did	20000	/ɪd/	IH|D	ihd	u	2
un	done	20000	/ʌn/	AH|N	uhn	u	2
doing	doing	20000	/dɒɪŋ/	D|AA|IH|NG	doihng	u	2
anky	can	20000	/ænkj/	AE|N|K|Y	aanky	u	2
ûldk	could	20000	/ʊldk/	UH|L|D|K	uuldk	u	2
ilw	will	20000	/ɪlw/	IH|L|W	ihlw	u	2
ûldw	would	20000	/ʊldw/	UH|L|D|W	uuldw	u	2
alsh	shall	20000	/ælʃ/	AE|L|SH	aalsh	u	2
ûldsh	should	20000	/ʊldʃ/	UH|L|D|SH	uuldsh	u	2
ámy	may	20000	/eɪmj/	EY|M|Y	aymy	u	2
ítm	might	20000	/aɪtm/	AY|T|M	iytm	u	2
ustm	must	20000	/ʌstm/	AH|S|T|M	uhstm	u	2
äty	ought	20000	/ɔːtj/	AO|T|Y	awty	u	2
erdy	dare	20000	/ɛɹdj/	EH|R|D|Y	ehrdy	u	2
édy	need	20000	/iːdj/	IY|D|Y	eedy	u	2
and	and	20000	/ænd/	AE|N|D	aand	u	2
utb	but	20000	/ʌtb/	AH|T|B	uhtb	u	2
or	or	20000	/ɒɹ/	AA|R	or	u	2
orny	nor	20000	/ɒɹnj/	AA|R|N|Y	orny	u	2
orf	for	20000	/ɒɹf/	AA|R|F	orf	u	2
ety	yet	20000	/ɛtj/	EH|T|Y	ehty	u	2
ós	so	20000	/oʊs/	OW|S	ohs	u	2
óthb	both	20000	/oʊθb/	OW|TH|B	ohthb	u	2
íthr	either	20000	/aɪθɹ/	AY|TH|R	iythr	u	2
íthn	neither	20000	/aɪθn/	AY|TH|N	iythn	u	2
otn	not	20000	/ɒtn/	AA|T|N	otn	u	2
ân	no,nay	20000	/ɑːn/	AA|N	ahn	u	2
esy	yes,yeah	20000	/ɛsj/	EH|S|Y	ehsy	u	2
ok	okay,ok	20000	/ɒk/	AA|K	ok	u	2
oh	oh,wow	20000	/ɒh/	AA|HH	oh	u	2
âh	ah	20000	/ɑːh/	AA|HH	ahh	u	2
als	alas	20000	/æls/	AE|L|S	aals	u	2
áy	hey	20000	/eɪj/	EY|Y	ayy	u	2
hi	hi	20000	/hɪ/	HH|IH	hih	u	2
hello	hello	20000	/hɛllɒ/	HH|EH|L|L|AA	hehllo	u	2
íbb	bye,goodbye	20000	/aɪbb/	AY|B|B	iybb	u	2
éz	please	20000	/iːz/	IY|Z	eez	u	2
anks	thanks,thanks	20000	/ænks/	AE|N|K|S	aanks	u	2
if	if	20000	/ɪf/	IH|F	ihf	u	2
unsl	unless	20000	/ʌnsl/	AH|N|S|L	uhnsl	u	2
ethr	whether	20000	/ɛθɹ/	EH|TH|R	ehthr	u	2
äz	because	20000	/ɔːz/	AO|Z	awz	u	2
ins	since	20000	/ɪns/	IH|N|S	ihns	u	2
az	as	20000	/æz/	AE|Z	aaz	u	2
orzm	forasmuch	20000	/ɒɹzm/	AA|R|Z|M	orzm	u	2
inzm	inasmuch	20000	/ɪnzm/	IH|N|Z|M	ihnzm	u	2
älth	although	20000	/ɔːlθ/	AO|L|TH	awlth	u	2
óh	though	20000	/oʊh/	OW|HH	ohh	u	2
évn	even	20000	/iːvn/	IY|V|N	eevn	u	2
íly	while	20000	/aɪlj/	AY|L|Y	iyly	u	2
erzw	whereas	20000	/ɛɹzw/	EH|R|Z|W	ehrzw	u	2
ílst	whilst	20000	/aɪlst/	AY|L|S|T	iylst	u	2
untl	until	20000	/ʌntl/	AH|N|T|L	uhntl	u	2
ilt	till	20000	/ɪlt/	IH|L|T	ihlt	u	2
esj	lest	20000	/ɛsdʒ/	EH|S|JH	ehsj	u	2
anth	than	20000	/ænθ/	AE|N|TH	aanth	u	2
ídv	provided	20000	/aɪdv/	AY|D|V	iydv	u	2
upz	supposing	20000	/ʌpz/	AH|P|Z	uhpz	u	2
ósth	sothat	20000	/oʊsθ/	OW|S|TH	ohsth	u	2
indth	inorderthat	20000	/ɪndθ/	IH|N|D|TH	ihndth	u	2
ov	of	20000	/ɒv̩/	AA|V	ov	u	2
út	to	20000	/uːt/	UW|T	oot	u	2
in	in	20000	/ɪn/	IH|N	ihn	u	2
on	on	20000	/ɒn/	AA|N	on	u	2
íb	by	20000	/aɪb/	AY|B	iyb	u	2
at	at	20000	/æt/	AE|T	aat	u	2
ith	with	20000	/ɪth/	IH|T|HH	ihth	u	2
ormf	from	20000	/ɒɹmf/	AA|R|M|F	ormf	u	2
int	into	20000	/ɪnt/	IH|N|T	ihnt	u	2
ont	onto	20000	/ɒnt/	AA|N|T	ont	u	2
upn	upon	20000	/ʌpn/	AH|P|N	uhpn	u	2
âbt	about	20000	/ɑːbt/	AA|B|T	ahbt	u	2
âbv	above	20000	/ɑːbv/	AA|B|V	ahbv	u	2
âksr	across	20000	/ɑːksɹ/	AA|K|S|R	ahksr	u	2
aftr	after	20000	/æftɹ/	AE|F|T|R	aaftr	u	2
âgst	against	20000	/ɑːgst/	AA|G|S|T	ahgst	u	2
âl	along	20000	/ɑːl/	AA|L	ahl	u	2
âlsd	alongside	20000	/ɑːlsd/	AA|L|S|D	ahlsd	u	2
âmds	among,amongst,amidst,amid	20000	/ɑːmds/	AA|M|D|S	ahmds	u	2
ârnd	around	20000	/ɑːɹnd/	AA|R|N|D	ahrnd	u	2
éfr	before	20000	/iːfɹ/	IY|F|R	eefr	u	2
éhnd	behind	20000	/iːhnd/	IY|HH|N|D	eehnd	u	2
élw	below	20000	/iːlw/	IY|L|W	eelw	u	2
énth	beneath	20000	/iːnθ/	IY|N|TH	eenth	u	2
esd	beside	20000	/ɛsd/	EH|S|D	ehsd	u	2
esz	besides	20000	/ɛsz/	EH|S|Z	ehsz	u	2
éntw	between	20000	/iːntw/	IY|N|T|W	eentw	u	2
éndy	beyond	20000	/iːndj/	IY|N|D|Y	eendy	u	2
úrny	during	20000	/uːɹnj/	UW|R|N|Y	oorny	u	2
espt	except,excepting	20000	/ɛspt/	EH|S|P|T	ehspt	u	2
exkld	excluding	20000	/ɛkskld/	EH|KS|K|L|D	ehkskld	u	2
inkld	including	20000	/ɪnkld/	IH|N|K|L|D	ihnkld	u	2
insds	inside	20000	/ɪnsds/	IH|N|S|D|S	ihnsds	u	2
ütsd	outside	20000	/aʊtsd/	AW|T|S|D	owtsd	u	2
érn	near	20000	/iːɹn/	IY|R|N	eern	u	2
érnb	nearby	20000	/iːɹnb/	IY|R|N|B	eernb	u	2
of	off	20000	/ɒf/	AA|F	of	u	2
óvr	over	20000	/oʊvɹ/	OW|V|R	ohvr	u	2
âst	past	20000	/ɑːst/	AA|S|T	ahst	u	2
úr	through	20000	/uːɹ/	UW|R	oor	u	2
úrt	throughout	20000	/uːɹt/	UW|R|T	oort	u	2
úwrd	toward,towards	20000	/uːwɹd/	UW|W|R|D	oowrd	u	2
undr	under	20000	/ʌndɹ/	AH|N|D|R	uhndr	u	2
underneath	underneath	20000	/ʌndɛɹnɛæθ/	AH|N|D|EH|R|N|EH|AE|TH	uhndehrnehaath	u	2
unto	unto	20000	/ʌntɒ/	AH|N|T|AA	uhnto	u	2
up	up	20000	/ʌp/	AH|P	uhp	u	2
ivy	via	20000	/ɪvj/	IH|V|Y	ihvy	u	2
ithn	within	20000	/ɪθn/	IH|TH|N	ihthn	u	2
itht	without	20000	/ɪθt/	IH|TH|T	ihtht	u	2
onsn	concerning	20000	/ɒnsn/	AA|N|S|N	onsn	u	2
egn	regarding	20000	/ɛgn/	EH|G|N	ehgn	u	2
eskt	respecting	20000	/ɛskt/	EH|S|K|T	ehskt	u	2
áv	save	20000	/eɪv̩/	EY|V	ayv	u	2
ârng	barring	20000	/ɑːɹŋ/	AA|R|NG	ahrng	u	2
onsqw	consequent	20000	/ɒnsqw/	AA|N|S|Q|W	onsqw	u	2
olw	following	20000	/ɒlw/	AA|L|W	olw	u	2
uspl	plus	20000	/ʌspl/	AH|S|P|L	uhspl	u	2
íns	minus	20000	/aɪns/	AY|N|S	iyns	u	2
ërp	per	20000	/ɜːɹp/	ER|R|P	errp	u	2
ësy	versus	20000	/ɜːsj/	ER|S|Y	ersy	u	2
ek	one	20000	/ɛk/	EH|K	ehk	u	2
ody	body	20000	/ɒdj/	AA|D|Y	ody	u	2
ingt	thing	20000	/ɪŋt/	IH|NG|T	ihngt	u	2
áyw	way	20000	/eɪjw/	EY|Y|W	ayyw	u	2
evry	every	20000	/ɛvɹj/	EH|V|R|Y	ehvry	u	2
óny	noone	20000	/oʊnj/	OW|N|Y	ohny	u	2
óbdy	nobody	20000	/oʊbdj/	OW|B|D|Y	ohbdy	u	2
uthn	nothing	20000	/ʌθn/	AH|TH|N	uhthn	u	2
ówr	nowhere	20000	/oʊwɹ/	OW|W|R	ohwr	u	2
äl	all	20000	/ɔːl/	AO|L	awl	u	2
any	any	20000	/ænj/	AE|N|Y	aany	u	2
éch	each	20000	/iːkh/	IY|K|HH	eech	u	2
everywhere	every	20000	/ɛvɛɹjwhɛɹɛ/	EH|V|EH|R|Y|W|HH|EH|R|EH	ehvehrywhehreh	u	2
úw	few	20000	/uːw/	UW|W	oow	u	2
úwr	fewer	20000	/uːwɹ/	UW|W|R	oowr	u	2
úfst	fewest	20000	/uːfst/	UW|F|S|T	oofst	u	2
otsy	many	20000	/ɒtsj/	AA|T|S|Y	otsy	u	2
uchm	much	20000	/ʌtʃm/	AH|CH|M	uhchm	u	2
orm	more	20000	/ɒɹm/	AA|R|M	orm	u	2
óst	most	20000	/oʊst/	OW|S|T	ohst	u	2
um	some	20000	/ʌm/	AH|M	uhm	u	2
evly	several	20000	/ɛvlj/	EH|V|L|Y	ehvly	u	2
unthr	another	20000	/ʌnθɹ/	AH|N|TH|R	uhnthr	u	2
uthr	other,others	20000	/ʌθɹ/	AH|TH|R	uhthr	u	2
uch	such	20000	/ʌkh/	AH|K|HH	uhch	u	2
áms	same	20000	/eɪms/	EY|M|S	ayms	u	2
ón	own	20000	/oʊn/	OW|N	ohn	u	2
elf	self	20000	/ɛlf/	EH|L|F	ehlf	u	2
ónl	only	20000	/oʊnl/	OW|N|L	ohnl	u	2
ust	just	20000	/ʌst/	AH|S|T	uhst	u	2
els	else	20000	/ɛls/	EH|L|S	ehls	u	2
ésl	less,lesser	20000	/iːsl/	IY|S|L	eesl	u	2
éstl	least	20000	/iːstl/	IY|S|T|L	eestl	u	2
útt	too	20000	/uːtt/	UW|T|T	oott	u	2
ery	very	20000	/ɛɹj/	EH|R|Y	ehry	u	2
ítq	quite	20000	/aɪtq/	AY|T|Q	iytq	u	2
âthr	rather	20000	/ɑːθɹ/	AA|TH|R	ahthr	u	2
umstw	somewhat	20000	/ʌmstw/	AH|M|S|T|W	uhmstw	u	2
ik	profile,profiling	19262	/ɪk/	IH|K	ihk	n	4
ens	result,outcome,consequence,effect,resultant,outcomes,consequent	8938	/ɛns/	EH|N|S	ehns	j	2
eks	execution,implementation,implement,executed,administered,managed,implemented,managing,execute,executing,executions,manage,administering	5637	/ɛks/	EH|K|S	ehks	s	2
ab	established,establishment,establish,establisher,establishing,establishments	4790	/æb/	AE|B	aab	u	4
ess	process,processing,procedure,method,protocol,processable	4578	/ɛss/	EH|S|S	ehss	t	3
ist	agent,agents	4297	/ɪst/	IH|S|T	ihst	d	4
ivj	religious,divine,spiritual,sacred,theological,holy,pious,devotion,theologian,devout,devotional,divining,religion,theology,piety,devoted	2080	/ɪvdʒ/	IH|V|JH	ihvj	w	4
ult	plural,multiple,plurality,manifold,many,innumerable,multiplicative	2077	/ʌlt/	AH|L|T	uhlt	k	2
exv	excessive,excess,excessively,surplus,excessiveness	1927	/ɛksv/	EH|KS|V	ehksv	k	2
är	prior,antecedent,past,preceding,antecedence,previous,precedence,former	1827	/ɔːɹ/	AO|R	awr	ğ	2
imp	impossibility,impossible,incapability,incapable,inability,incapacity	1721	/ɪmp/	IH|M|P	ihmp	j	3
úvl	removal,extraction,destruction,removed,elimination,ruin,withdrawal,relinquishment,removing,obliteration,eradication,remove,extract,destructive,destroying,leaching,extractor,excerpt,demolition,remover,eliminated,relinquished,relinquishing,extracted,ruining,destroy,leached	1716	/uːvl/	UW|V|L	oovl	s	2
áp	capable,capability	1577	/eɪp/	EY|P	ayp	s	2
âlp	partial,half,partially,halved,semi	1358	/ɑːlp/	AA|L|P	ahlp	k	2
enj	fabrication,creation,generation,production,producing,generating,manufacturing,product,making,manufactured,produced,creating,fabricators,fabricated,produce,make,create	1275	/ɛndʒ/	EH|N|JH	ehnj	d	2
ánsh	ancient,historical,antiquity,archaic,primitive,prehistoric,old,antiquated,historic,antique	1155	/eɪnʃ/	EY|N|SH	aynsh	w	4
ondr	secondary	1136	/ɒndɹ/	AA|N|D|R	ondr	l	2
inst	instrument,instruments	1071	/ɪnst/	IH|N|S|T	ihnst	d	2
áts	state,states	1020	/eɪts/	EY|T|S	ayts	jb	2
omp	compound,composition,combination,composite,amalgamation,compositions,combine,combiner,combining	924	/ɒmp/	AA|M|P	omp	c	3
extr	extreme,extremely	861	/ɛkstɹ/	EH|KS|T|R	ehkstr	k	2
ilh	liquid,fluid,liquefaction,fluidity	852	/ɪlh/	IH|L|HH	ihlh	c	2
ät	autonomous,autonomy,independence	831	/ɔːt/	AO|T	awt	s	2
ub	subordinate,inferior,subordination,subservient,junior,inferiority	795	/ʌb/	AH|B	uhb	ß	3
âtr	material,substance,matter,materiality,materials,materialism,materialization,substances	788	/ɑːtɹ/	AA|T|R	ahtr	c	2
áshl	spatial,spatiality	762	/eɪʃl/	EY|SH|L	ayshl	p	2
ërst	restoration,repair,recovery,renewal,restoring,fixed,restored,fixing,restorative,regeneration,reestablishment,restorer,reclamation,restorational,fix,restore,regenerated	749	/ɜːɹst/	ER|R|S|T	errst	s	2
âlnt	plant,botanical,vegetation,botany,plants,planting,vegetative,flora	740	/ɑːlnt/	AA|L|N|T	ahlnt	bt	3
orjy	origin,initial,genesis,initiation,original,origination,commencement,initiator,founder,initiative,startup,initiating,incipient,origins,originator,initiated,initialization,originated,originating,originality,begin,beginning,start	737	/ɒɹdʒj/	AA|R|JH|Y	orjy	ğ	2
omn	domain,realm,sphere,domains,realms,spheres	728	/ɒmn/	AA|M|N	omn	s	2
alz	textual,document,text,book,manuscript,books,documents,booklet,pamphlet,texts,documenter,documentation,manuscripts	724	/ælz/	AE|L|Z	aalz	z	2
álf	failure,failing,fail	714	/eɪlf/	EY|L|F	aylf	s	2
ön	financial,currency,monetary,coin,cash	646	/ɔɪn/	OY|N	oin	c	2
âyz	praise,worship,veneration,reverence,esteem,tribute,praising,admiration,reverent,worshiper,admirer	624	/ɑːjz/	AA|Y|Z	ahyz	þk	3
úv	movement,locomotion,motion,locomotor,motile	623	/uːv̩/	UW|V	oov	p	2
ofz	formal,formality,formalized	619	/ɒfz/	AA|F|Z	ofz	g	2
athd	trajectory,path,routing,course,route,pathway,coursed	616	/æθd/	AE|TH|D	aathd	p	4
ünds	boundary,perimeter,edge,border,demarcation,margin,edged,edging,margined	590	/aʊndz/	AW|N|D|Z	ownds	s	2
onds	condition,conditions	567	/ɒndz/	AA|N|D|Z	onds	s	3
uvd	covering,cover,covered	559	/ʌvd/	AH|V|D	uhvd	d	4
udy	study,studied,studies	553	/ʌdj/	AH|D|Y	uhdy	z	3
espr	mutual,reciprocal,coexistence,mutually,reciprocation,reciprocating	542	/ɛspɹ/	EH|S|P|R	ehspr	ß	2
ishy	tissue	541	/ɪʃj/	IH|SH|Y	ihshy	h	4
inds	inducing,causal,induced,induce,trigger,triggering,causation,cause,inducer,triggered,causative	537	/ɪndz/	IH|N|D|Z	ihnds	s	2
ézd	disease,disorder,illness,affliction,sickness,syndrome,affected,afflicted	534	/iːzd/	IY|Z|D	eezd	s	4
ërf	surface	523	/ɜːɹf/	ER|R|F	errf	b	2
insh	reduction,diminution,depreciation,decrease,attenuation,dampening,reduce,reducer,decreasing,less	521	/ɪnʃ/	IH|N|SH	ihnsh	k	2
istm	system,systems	507	/ɪstm/	IH|S|T|M	ihstm	g	2
antm	anatomical	503	/æntm/	AE|N|T|M	aantm	h	3
ún	single,singular,one,singularity	499	/uːn/	UW|N	oon	k	2
osh	position,placement,location,venue,positioning,site,apposition,placed,placing,locating,locations,sites,venues	487	/ɒʃ/	AA|SH	osh	p	2
ölg	biological,organic,organized,organizing	487	/ɔɪlg/	OY|L|G	oilg	h	3
ul	pigment,color,dye,staining,hue,pigmentation,tint,stain,pigmented,coloration,colored,colour,colorimetric,multicolor,dyeing,colorful,coloring,tinted,multicolored	478	/ʌl/	AH|L	uhl	c	4
efɛ	female,feminine,woman,women	475	/ɛfɛ/	EH|F|EH	ehfeh	h	4
erng	bearing	474	/ɛɹŋ/	EH|R|NG	ehrng	p	2
ez	satisfaction,pleasant,pleasure,pleased,gratification,satisfactory,satisfying,pleasing	471	/ɛz/	EH|Z	ehz	þ	2
ékw	order,sequence,sequential,ordered,ordering,sequencing,orders,sequences	470	/iːkw/	IY|K|W	eekw	s	2
ásth	aesthetic,art,artistic,artist,aesthetically	470	/eɪsθ/	EY|S|TH	aysth	g	3
inggw	linguistic,language,dialect,colloquial,linguistics,jargon	467	/ɪŋgw/	IH|NG|G|W	ihnggw	z	2
onp	goal,object,objective,purpose,purposeful	467	/ɒnp/	AA|N|P	onp	np	2
inf	information,data,informational,informed,informant,informative	457	/ɪnf/	IH|N|F	ihnf	g	2
éls	concealment,secret,clandestine,hidden,covert,concealed,secrecy,stealth,stealthy,concealing,secreted,secretive,covertness	450	/iːls/	IY|L|S	eels	s	2
estr	destruction,ruin,destructive,ruining,destroy	445	/ɛstɹ/	EH|S|T|R	ehstr	b	2
op	opposition,counter	444	/ɒp/	AA|P	op	s	2
ind	induction,inductance	442	/ɪnd/	IH|N|D	ihnd	s	2
ofy	philosophical,philosopher	438	/ɒfj/	AA|F|Y	ofy	n	2
ënl	regional,region,sector	429	/ɜːnl/	ER|N|L	ernl	ž	2
imj	image,photographic,imaging,picture,illustration,drawing,sketch,photography,draw,pictorial,imager,photographed,images,sketching,photographer	426	/ɪmdʒ/	IH|M|JH	ihmj	z	4
éj	rejection,rejecter,rejecting	421	/iːdʒ/	IY|JH	eej	þ	2
ërth	earth,soil,terrestrial,clay,land,ground,earthen,earthwork,landed	417	/ɜːɹθ/	ER|R|TH	errth	ñg	4
iskl	physical	412	/ɪskl/	IH|S|K|L	ihskl	b	2
ithj	mythological,mythical,myth	409	/ɪθdʒ/	IH|TH|JH	ihthj	w	3
acg	academic,scholar,collegiate,scholars	408	/ækg/	AE|K|G	aacg	g	3
uld	blood,blooded	408	/ʌld/	AH|L|D	uhld	u	4
éfz	feasibility	405	/iːfz/	IY|F|Z	eefz	j	2
ocr	event,occurrence,incident,events	402	/ɒkɹ/	AA|K|R	ocr	ß	4
ám	amusement,game,recreation,sport,recreational,play,amusing,amused,sports,playing,gaming,fun	395	/eɪm/	EY|M	aym	þ	3
ost	hostile,adversarial,hostility,aggressive,adversary,antagonism,antagonistic,aggression	389	/ɒst/	AA|S|T	ost	þ	2
idl	central,middle,center,centric,core,mid,centered,centers	387	/ɪdl/	IH|D|L	ihdl	p	4
aml	family,bloodline,familial,lineage,kinship,consanguineal,ancestry,ancestor,parentage	386	/æml/	AE|M|L	aaml	l	3
ashl	national,nationalist,nation,country	383	/æʃl/	AE|SH|L	aashl	ß	2
argm	argumentation,dispute,argument,disagreement,debate,argumentative,disputed,disputability,disagree	381	/æɹgm/	AE|R|G|M	aargm	z	3
úlv	value,worth,valuation,worthy,deserving,valuated,values	374	/uːlv̩/	UW|L|V	oolv	n	3
éshc	marine,nautical,maritime,sea,ocean,oceanic	373	/iːʃk/	IY|SH|K	eeshk	h	4
úpn	supernatural,magical,mystical,esoteric,gnostic,magic	373	/uːpn/	UW|P|N	oopn	w	2
úshn	distribution,allocation,assignment,assigning,distribute	366	/uːʃn/	UW|SH|N	ooshn	c	2
ínsy	science,scientific	364	/aɪnsj/	AY|N|S|Y	iynsy	z	2
úskl	musical,harmonious,harmony,melody,music,melodic,tune	364	/uːskl/	UW|S|K|L	ooskl	g	3
athr	assembly,gathering,congregation,assemblies,gatherings,gatherer	359	/æθɹ/	AE|TH|R	aathr	ß	3
insf	insufficient,deficiency,scarcity,deficit,deficient,insufficiency,insufficiently,few,scarce,shortage	358	/ɪnsf/	IH|N|S|F	ihnsf	k	2
ëmsh	termination,halting,terminal,stoppage,end,stasis,ends,ending,terminating,endpoint,finished,ended,terminated,terminator,finish,halt,stop	358	/ɜːmʃ/	ER|M|SH	ermsh	s	2
ëshz	perception,impression,sensation,perceptual,feeling	351	/ɜːʃz/	ER|SH|Z	ershz	f	2
andl	manual,hand,handed,manually,hands	343	/ændl/	AE|N|D|L	aandl	d	2
elpt	development,growth,unfolding,developed,developing	342	/ɛlpt/	EH|L|P|T	ehlpt	t	2
äsr	resource	341	/ɔːsɹ/	AO|S|R	awsr	c	4
öfn	attention,focus,focusing,attentive,attentional	340	/ɔɪfn/	OY|F|N	oifn	f	2
okj	barrier,blocking,blockage,obstruction,hindrance,obstacle,impediment,blocker,block,obstructive,obstructed,hindering,blockages,blocked,hinder	333	/ɒkdʒ/	AA|K|JH	okj	b	4
apk	capacity	332	/æpk/	AE|P|K	aapk	k	2
úmn	human,individual,person,individually,individuation,individualized	330	/uːmn/	UW|M|N	oomn	ß	4
asl	facility,facilities	328	/æsl/	AE|S|L	aasl	n	3
ârvt	variation,variety,difference,divergence,different,contrast,diverse,diversion,divergent,varied,distinct,distinctive,diversification,varying,differently,distinctness,differing,diversity,variance	327	/ɑːɹvt/	AA|R|V|T	ahrvt	t	2
íz	scale,size,magnitude,scaled,sizing,scales,scaling	327	/aɪz/	AY|Z	iyz	kž	2
ërjy	surgical,surgically,surgery	325	/ɜːɹdʒj/	ER|R|JH|Y	errjy	h	2
orgf	organism,lifeform	323	/ɒɹgf/	AA|R|G|F	orgf	h	4
onr	monarchical,sovereign,monarch,royal,emperor,sovereignty,queen,royalist,royalty,king	323	/ɒnɹ/	AA|N|R	onr	s	3
ontn	continuous,persistence,ongoing,sustained,unbroken,continuity,continuation,sustaining,persistent,lasting,seamless,continuance,sustainable,continue,last	322	/ɒntn/	AA|N|T|N	ontn	ğ	2
usk	muscle,muscular	321	/ʌsk/	AH|S|K	uhsk	h	4
ârd	solid,rigid,hardening,hard,stiffness,firmness,inflexible,solidity,rigidity,stiff,hardness,firm	321	/ɑːɹd/	AA|R|D	ahrd	c	2
ów	sorrowful,sorrow,melancholy,grief,somber,bereavement,mourning,mournful,sadness,sad	318	/oʊw/	OW|W	ohw	u	4
uk	male,masculine,masculinity,man,men	316	/ʌk/	AH|K	uhk	u	4
ejr	general,common,generic	315	/ɛdʒɹ/	EH|JH|R	ehjr	k	2
eng	energy	315	/ɛng/	EH|N|G	ehng	v	2
athn	infection,pathogen,viral,infectious,infected,infecting,infective,pathogenic	314	/æθn/	AE|TH|N	aathn	h	2
ivsh	provision,provisions	311	/ɪvʃ/	IH|V|SH	ihvsh	s	2
ësnt	certainty,confidence,confident,assurance,certain	309	/ɜːsnt/	ER|S|N|T	ersnt	j	2
ârnj	arrangement,configuration,layout,setup,arranged,configured	309	/ɑːɹndʒ/	AA|R|N|JH	ahrnj	g	3
anm	animal,living,live,beast,lively,lived,animated,animate,liveness	307	/ænm/	AE|N|M	aanm	h	3
évs	device,devices	307	/iːvs/	IY|V|S	eevs	d	4
ëshl	commercial,business,trade,trading,tradable,traded,commercially,commerce	307	/ɜːʃl/	ER|SH|L	ershl	s	3
öd	void,voiding,empty,blank,voided,emptying	306	/ɔɪd/	OY|D	oid	žj	2
uchs	high,elevated,raised,raising,lifted	302	/ʌtʃs/	AH|CH|S	uhchs	u	4
ishn	transmission,dispatch,transmitting,transmitted,dispatches,send,sending	297	/ɪʃn/	IH|SH|N	ihshn	z	2
intgr	integration,integral,integrable	296	/ɪntgɹ/	IH|N|T|G|R	ihntgr	l	2
étm	treatment,remedy,treated,treating	296	/iːtm/	IY|T|M	eetm	s	2
ulct	control,controller	294	/ʌlkt/	AH|L|K|T	uhlkt	s	2
esl	vessel,vessels	292	/ɛsl/	EH|S|L	ehsl	p	4
asd	acid,acidic,acidification,acidity	290	/æsd/	AE|S|D	aasd	c	4
ant	granting,bestowal,donation,giving,granted,grant,conferral,gift,endowment,contributed,gifting,donated,contribution,bestowed,bestowing,donating,gifted	290	/ænt/	AE|N|T	aant	u	4
irst	resistance,resistant,resisting	290	/ɪɹst/	IH|R|S|T	ihrst	s	2
